id,self_employment_type,branch,age,gender,period,self_empl_persons,avg_personal_income,avg_self_empl_income
413611,3rd_category_group,Manufacturing,45 to 54 years,Female,2016,1.0,40.5,34.4
413612,3rd_category_group,Manufacturing,45 to 54 years,Female,2017,0.9,41.1,35.4
413613,3rd_category_group,Manufacturing,45 to 54 years,Female,2018,0.9,43.0,35.9
413614,3rd_category_group,Manufacturing,45 to 54 years,Female,2019,0.9,43.6,36.8
413634,3rd_category_group,Manufacturing,55 to 64 years,Male,2011,1.3,42.9,33.9
413635,3rd_category_group,Manufacturing,55 to 64 years,Male,2012,1.3,43.3,33.8
413636,3rd_category_group,Manufacturing,55 to 64 years,Male,2013,1.3,40.6,32.1
413637,3rd_category_group,Manufacturing,55 to 64 years,Male,2014,1.3,46.3,37.0
413638,3rd_category_group,Manufacturing,55 to 64 years,Male,2015,1.4,49.5,39.9
413639,3rd_category_group,Manufacturing,55 to 64 years,Male,2016,1.4,52.6,42.0
413640,3rd_category_group,Manufacturing,55 to 64 years,Male,2017,1.4,53.6,44.4
413641,3rd_category_group,Manufacturing,55 to 64 years,Male,2018,1.5,55.9,45.3
413642,3rd_category_group,Manufacturing,55 to 64 years,Male,2019,1.5,58.1,47.5
413648,3rd_category_group,Manufacturing,55 to 64 years,Female,2011,0.6,26.4,21.6
413649,3rd_category_group,Manufacturing,55 to 64 years,Female,2012,0.5,28.3,22.7
413650,3rd_category_group,Manufacturing,55 to 64 years,Female,2013,0.5,25.2,20.1
413651,3rd_category_group,Manufacturing,55 to 64 years,Female,2014,0.6,29.4,22.1
413652,3rd_category_group,Manufacturing,55 to 64 years,Female,2015,0.6,32.1,25.7
413653,3rd_category_group,Manufacturing,55 to 64 years,Female,2016,0.6,36.0,30.0
413654,3rd_category_group,Manufacturing,55 to 64 years,Female,2017,0.6,36.2,29.4
413655,3rd_category_group,Manufacturing,55 to 64 years,Female,2018,0.6,37.3,30.2
413656,3rd_category_group,Manufacturing,55 to 64 years,Female,2019,0.6,38.2,31.7
413676,3rd_category_group,Manufacturing,65 to 74 years,Male,2011,0.1,60.4,48.1
413677,3rd_category_group,Manufacturing,65 to 74 years,Male,2012,0.1,61.7,47.0
413678,3rd_category_group,Manufacturing,65 to 74 years,Male,2013,0.2,61.7,47.1
413679,3rd_category_group,Manufacturing,65 to 74 years,Male,2014,0.2,53.2,43.2
413680,3rd_category_group,Manufacturing,65 to 74 years,Male,2015,0.2,57.7,47.9
413681,3rd_category_group,Manufacturing,65 to 74 years,Male,2016,0.2,67.9,46.6
413682,3rd_category_group,Manufacturing,65 to 74 years,Male,2017,0.2,58.7,50.9
413683,3rd_category_group,Manufacturing,65 to 74 years,Male,2018,0.3,59.8,49.0
413684,3rd_category_group,Manufacturing,65 to 74 years,Male,2019,0.3,61.5,50.3
413697,3rd_category_group,Manufacturing,65 to 74 years,Female,2018,0.1,39.4,28.4
413698,3rd_category_group,Manufacturing,65 to 74 years,Female,2019,0.1,35.0,29.4
418254,3rd_category_group,Construction,Younger than 25 years,Male,2011,0.3,42.0,37.2
418255,3rd_category_group,Construction,Younger than 25 years,Male,2012,0.2,36.8,30.5
418256,3rd_category_group,Construction,Younger than 25 years,Male,2013,0.2,38.3,32.6
418257,3rd_category_group,Construction,Younger than 25 years,Male,2014,0.2,45.4,35.8
418258,3rd_category_group,Construction,Younger than 25 years,Male,2015,0.2,45.9,36.3
418259,3rd_category_group,Construction,Younger than 25 years,Male,2016,0.2,43.2,39.4
418260,3rd_category_group,Construction,Younger than 25 years,Male,2017,0.2,49.4,45.3
418261,3rd_category_group,Construction,Younger than 25 years,Male,2018,0.3,52.4,47.3
418262,3rd_category_group,Construction,Younger than 25 years,Male,2019,0.3,55.9,48.7
418296,3rd_category_group,Construction,25 to 34 years,Male,2011,2.4,44.8,41.5
418297,3rd_category_group,Construction,25 to 34 years,Male,2012,2.2,40.4,36.9
418298,3rd_category_group,Construction,25 to 34 years,Male,2013,1.9,43.4,39.3
418299,3rd_category_group,Construction,25 to 34 years,Male,2014,1.7,48.2,43.3
418300,3rd_category_group,Construction,25 to 34 years,Male,2015,1.7,53.0,47.6
418301,3rd_category_group,Construction,25 to 34 years,Male,2016,1.8,55.7,49.5
418302,3rd_category_group,Construction,25 to 34 years,Male,2017,1.9,59.2,51.9
418303,3rd_category_group,Construction,25 to 34 years,Male,2018,2.0,66.0,58.1
418304,3rd_category_group,Construction,25 to 34 years,Male,2019,2.0,68.9,61.2
418310,3rd_category_group,Construction,25 to 34 years,Female,2011,0.2,33.9,30.0
418311,3rd_category_group,Construction,25 to 34 years,Female,2012,0.1,24.8,24.6
418312,3rd_category_group,Construction,25 to 34 years,Female,2013,0.1,28.1,25.5
418313,3rd_category_group,Construction,25 to 34 years,Female,2014,0.1,29.7,28.7
418314,3rd_category_group,Construction,25 to 34 years,Female,2015,0.1,38.5,31.1
418315,3rd_category_group,Construction,25 to 34 years,Female,2016,0.1,38.7,33.7
418316,3rd_category_group,Construction,25 to 34 years,Female,2017,0.1,41.8,35.1
418317,3rd_category_group,Construction,25 to 34 years,Female,2018,0.2,43.5,37.7
418318,3rd_category_group,Construction,25 to 34 years,Female,2019,0.2,48.8,40.2
418338,3rd_category_group,Construction,35 to 44 years,Male,2011,4.3,47.0,43.6
418339,3rd_category_group,Construction,35 to 44 years,Male,2012,3.9,41.6,38.4
418340,3rd_category_group,Construction,35 to 44 years,Male,2013,3.4,43.4,40.1
418341,3rd_category_group,Construction,35 to 44 years,Male,2014,3.2,46.9,43.0
418342,3rd_category_group,Construction,35 to 44 years,Male,2015,3.1,51.9,47.3
418343,3rd_category_group,Construction,35 to 44 years,Male,2016,3.1,56.6,50.9
418344,3rd_category_group,Construction,35 to 44 years,Male,2017,3.1,62.1,54.5
418345,3rd_category_group,Construction,35 to 44 years,Male,2018,3.3,67.7,58.8
418346,3rd_category_group,Construction,35 to 44 years,Male,2019,3.2,69.1,61.0
418347,3rd_category_group,Construction,35 to 44 years,Male,2020,3.3,70.3,60.9
418352,3rd_category_group,Construction,35 to 44 years,Female,2011,0.7,29.5,27.5
418353,3rd_category_group,Construction,35 to 44 years,Female,2012,0.6,27.7,24.2
418354,3rd_category_group,Construction,35 to 44 years,Female,2013,0.5,28.0,25.8
418355,3rd_category_group,Construction,35 to 44 years,Female,2014,0.5,31.9,29.5
418356,3rd_category_group,Construction,35 to 44 years,Female,2015,0.4,38.0,32.7
418357,3rd_category_group,Construction,35 to 44 years,Female,2016,0.4,38.3,33.9
418358,3rd_category_group,Construction,35 to 44 years,Female,2017,0.4,40.9,36.4
418359,3rd_category_group,Construction,35 to 44 years,Female,2018,0.4,45.4,39.4
418360,3rd_category_group,Construction,35 to 44 years,Female,2019,0.4,47.5,41.3
418380,3rd_category_group,Construction,45 to 54 years,Male,2011,3.7,46.0,43.1
418381,3rd_category_group,Construction,45 to 54 years,Male,2012,3.5,40.5,37.7
418382,3rd_category_group,Construction,45 to 54 years,Male,2013,3.3,42.4,39.2
418383,3rd_category_group,Construction,45 to 54 years,Male,2014,3.1,47.4,43.3
418384,3rd_category_group,Construction,45 to 54 years,Male,2015,3.2,52.0,46.1
418385,3rd_category_group,Construction,45 to 54 years,Male,2016,3.4,54.4,48.9
418386,3rd_category_group,Construction,45 to 54 years,Male,2017,3.6,59.3,52.7
418387,3rd_category_group,Construction,45 to 54 years,Male,2018,3.8,65.4,57.6
418388,3rd_category_group,Construction,45 to 54 years,Male,2019,3.8,68.2,59.0
418389,3rd_category_group,Construction,45 to 54 years,Male,2020,3.9,67.7,59.2
418394,3rd_category_group,Construction,45 to 54 years,Female,2011,0.8,29.5,27.1
418395,3rd_category_group,Construction,45 to 54 years,Female,2012,0.7,25.5,22.9
418396,3rd_category_group,Construction,45 to 54 years,Female,2013,0.7,26.4,23.8
418397,3rd_category_group,Construction,45 to 54 years,Female,2014,0.6,28.4,25.5
418398,3rd_category_group,Construction,45 to 54 years,Female,2015,0.6,32.0,28.8
418399,3rd_category_group,Construction,45 to 54 years,Female,2016,0.6,36.4,32.1
418400,3rd_category_group,Construction,45 to 54 years,Female,2017,0.6,38.9,33.9
418401,3rd_category_group,Construction,45 to 54 years,Female,2018,0.6,44.5,38.8
418402,3rd_category_group,Construction,45 to 54 years,Female,2019,0.7,46.9,40.9
418422,3rd_category_group,Construction,55 to 64 years,Male,2011,1.9,44.6,41.0
418423,3rd_category_group,Construction,55 to 64 years,Male,2012,1.8,38.8,35.1
418424,3rd_category_group,Construction,55 to 64 years,Male,2013,1.7,40.5,35.9
418425,3rd_category_group,Construction,55 to 64 years,Male,2014,1.7,43.9,39.1
418426,3rd_category_group,Construction,55 to 64 years,Male,2015,1.7,47.3,42.0
418427,3rd_category_group,Construction,55 to 64 years,Male,2016,1.7,49.7,44.3
418428,3rd_category_group,Construction,55 to 64 years,Male,2017,1.8,53.8,47.4
418429,3rd_category_group,Construction,55 to 64 years,Male,2018,1.9,62.7,54.3
418430,3rd_category_group,Construction,55 to 64 years,Male,2019,2.0,62.9,55.8
418436,3rd_category_group,Construction,55 to 64 years,Female,2011,0.5,26.3,21.8
418437,3rd_category_group,Construction,55 to 64 years,Female,2012,0.5,21.6,18.3
418438,3rd_category_group,Construction,55 to 64 years,Female,2013,0.4,23.2,19.5
418439,3rd_category_group,Construction,55 to 64 years,Female,2014,0.4,27.4,23.3
418440,3rd_category_group,Construction,55 to 64 years,Female,2015,0.4,30.8,24.9
418441,3rd_category_group,Construction,55 to 64 years,Female,2016,0.4,32.0,26.7
418442,3rd_category_group,Construction,55 to 64 years,Female,2017,0.4,35.2,30.1
418443,3rd_category_group,Construction,55 to 64 years,Female,2018,0.4,36.0,30.0
418444,3rd_category_group,Construction,55 to 64 years,Female,2019,0.4,40.5,33.2
418464,3rd_category_group,Construction,65 to 74 years,Male,2011,0.2,56.5,47.8
418465,3rd_category_group,Construction,65 to 74 years,Male,2012,0.2,52.3,44.5
418466,3rd_category_group,Construction,65 to 74 years,Male,2013,0.2,52.9,44.6
418467,3rd_category_group,Construction,65 to 74 years,Male,2014,0.2,52.6,47.3
418468,3rd_category_group,Construction,65 to 74 years,Male,2015,0.2,60.6,50.8
418469,3rd_category_group,Construction,65 to 74 years,Male,2016,0.3,59.1,54.8
418470,3rd_category_group,Construction,65 to 74 years,Male,2017,0.3,54.9,48.5
418471,3rd_category_group,Construction,65 to 74 years,Male,2018,0.3,65.2,56.6
418472,3rd_category_group,Construction,65 to 74 years,Male,2019,0.3,66.0,58.2
419808,3rd_category_group,Wholesale and retail trade,75 years or older,Male,2011,0.1,42.2,29.4
419809,3rd_category_group,Wholesale and retail trade,75 years or older,Male,2012,0.1,32.8,23.1
419810,3rd_category_group,Wholesale and retail trade,75 years or older,Male,2013,0.2,32.9,23.2
419811,3rd_category_group,Wholesale and retail trade,75 years or older,Male,2014,0.2,31.2,25.6
419812,3rd_category_group,Wholesale and retail trade,75 years or older,Male,2015,0.2,33.3,22.6
419813,3rd_category_group,Wholesale and retail trade,75 years or older,Male,2016,0.2,39.7,27.4
419814,3rd_category_group,Wholesale and retail trade,75 years or older,Male,2017,0.2,41.3,28.3
419815,3rd_category_group,Wholesale and retail trade,75 years or older,Male,2018,0.2,68.0,30.4
419816,3rd_category_group,Wholesale and retail trade,75 years or older,Male,2019,0.2,47.7,32.3
419850,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2011,0.7,27.9,23.7
419851,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2012,0.6,26.9,23.1
419852,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2013,0.6,27.5,22.7
419853,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2014,0.6,29.3,24.9
419854,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2015,0.6,36.0,27.4
419855,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2016,0.7,34.6,29.1
419856,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2017,0.6,35.7,31.1
419857,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2018,0.7,41.0,32.5
419858,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Male,2019,0.6,43.7,35.4
419864,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Female,2011,0.2,16.1,16.5
419865,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Female,2012,0.2,16.0,16.3
419866,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Female,2013,0.2,21.7,19.6
419867,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Female,2014,0.2,26.0,20.0
419868,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Female,2015,0.2,26.8,22.9
419869,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Female,2016,0.2,26.6,22.3
419870,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Female,2017,0.2,26.1,22.6
419871,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Female,2018,0.2,30.4,26.6
419872,3rd_category_group,Wholesale and retail trade,Younger than 25 years,Female,2019,0.2,34.4,28.0
419892,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2011,4.7,36.7,32.1
419893,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2012,4.6,34.9,30.5
419894,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2013,4.4,35.6,30.2
419895,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2014,4.3,40.4,34.0
419896,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2015,4.3,43.4,36.2
419897,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2016,4.3,47.7,40.2
419898,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2017,4.4,48.1,40.5
419899,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2018,4.5,51.6,41.7
419900,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2019,4.2,54.0,44.9
419901,3rd_category_group,Wholesale and retail trade,25 to 34 years,Male,2020,4.4,63.6,49.3
419906,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2011,2.1,24.3,21.1
419907,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2012,2.0,21.8,20.2
419908,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2013,1.9,21.3,19.9
419909,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2014,1.8,25.9,22.3
419910,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2015,1.7,29.1,24.9
419911,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2016,1.7,31.4,25.7
419912,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2017,1.8,32.9,27.9
419913,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2018,1.7,35.9,29.1
419914,3rd_category_group,Wholesale and retail trade,25 to 34 years,Female,2019,1.6,36.2,31.0
419934,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2011,11.7,39.0,33.1
419935,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2012,10.8,36.2,31.2
419936,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2013,10.0,36.3,31.4
419937,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2014,9.3,42.7,35.2
419938,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2015,8.8,46.4,38.2
419939,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2016,8.4,50.5,41.8
419940,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2017,7.9,53.1,42.6
419941,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2018,7.5,55.7,44.3
419942,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2019,7.1,60.0,46.1
419943,3rd_category_group,Wholesale and retail trade,35 to 44 years,Male,2020,7.0,66.8,50.1
419948,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2011,6.9,26.2,23.8
419949,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2012,6.3,24.6,22.2
419950,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2013,5.7,24.5,21.9
419951,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2014,5.2,28.8,25.0
419952,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2015,4.8,32.9,27.4
419953,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2016,4.4,35.2,29.3
419954,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2017,4.2,36.9,30.8
419955,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2018,3.9,38.2,31.8
419956,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2019,3.6,40.3,33.2
419957,3rd_category_group,Wholesale and retail trade,35 to 44 years,Female,2020,3.5,47.7,38.2
419976,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2011,11.5,39.4,32.5
419977,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2012,11.4,36.9,31.1
419978,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2013,11.4,36.5,30.7
419979,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2014,11.6,40.7,33.7
419980,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2015,11.8,47.0,37.3
419981,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2016,11.9,49.1,39.9
419982,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2017,11.9,50.8,41.6
419983,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2018,11.7,54.6,43.9
419984,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2019,11.2,57.1,45.6
419985,3rd_category_group,Wholesale and retail trade,45 to 54 years,Male,2020,10.8,62.6,49.4
419990,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2011,7.1,27.3,23.7
419991,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2012,7.1,25.3,22.1
419992,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2013,7.0,24.8,21.7
419993,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2014,7.0,28.7,24.5
419994,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2015,7.1,33.1,27.0
419995,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2016,7.2,35.4,29.3
419996,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2017,7.1,37.0,31.1
419997,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2018,7.0,39.1,32.2
419998,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2019,6.7,41.4,34.0
419999,3rd_category_group,Wholesale and retail trade,45 to 54 years,Female,2020,6.5,45.8,38.3
420018,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2011,7.0,39.2,31.6
420019,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2012,6.9,36.0,29.2
420020,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2013,6.8,35.6,28.6
420021,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2014,6.9,38.5,31.0
420022,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2015,7.1,42.9,33.6
420023,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2016,7.2,46.2,36.5
420024,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2017,7.3,48.7,37.9
420025,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2018,7.5,51.2,39.8
420026,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2019,7.6,52.1,40.5
420027,3rd_category_group,Wholesale and retail trade,55 to 64 years,Male,2020,7.9,56.2,44.7
420032,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2011,4.1,26.3,21.5
420033,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2012,4.0,24.2,20.0
420034,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2013,4.0,23.0,18.4
420035,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2014,4.0,26.1,20.6
420036,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2015,4.0,28.0,23.0
420037,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2016,4.1,32.3,25.4
420038,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2017,4.3,33.4,26.3
420039,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2018,4.3,35.4,27.9
420040,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2019,4.3,37.1,29.2
420041,3rd_category_group,Wholesale and retail trade,55 to 64 years,Female,2020,4.5,40.9,33.5
420060,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2011,0.9,48.9,40.1
420061,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2012,1.0,47.5,38.3
420062,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2013,1.2,46.6,39.9
420063,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2014,1.3,50.5,40.6
420064,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2015,1.3,54.8,43.5
420065,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2016,1.4,55.8,43.3
420066,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2017,1.6,53.5,43.5
420067,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2018,1.8,58.1,44.0
420068,3rd_category_group,Wholesale and retail trade,65 to 74 years,Male,2019,1.8,61.0,44.8
420076,3rd_category_group,Wholesale and retail trade,65 to 74 years,Female,2013,0.6,44.2,24.0
420077,3rd_category_group,Wholesale and retail trade,65 to 74 years,Female,2014,0.7,43.0,25.6
420078,3rd_category_group,Wholesale and retail trade,65 to 74 years,Female,2015,0.7,41.8,26.6
420079,3rd_category_group,Wholesale and retail trade,65 to 74 years,Female,2016,0.8,35.7,27.8
420080,3rd_category_group,Wholesale and retail trade,65 to 74 years,Female,2017,0.8,36.1,29.4
420081,3rd_category_group,Wholesale and retail trade,65 to 74 years,Female,2018,0.9,38.6,30.1
420082,3rd_category_group,Wholesale and retail trade,65 to 74 years,Female,2019,0.9,40.1,29.7
421446,3rd_category_group,Transportation and storage,Younger than 25 years,Male,2011,0.2,29.7,25.8
421447,3rd_category_group,Transportation and storage,Younger than 25 years,Male,2012,0.2,32.1,27.8
421448,3rd_category_group,Transportation and storage,Younger than 25 years,Male,2013,0.2,33.3,29.1
421449,3rd_category_group,Transportation and storage,Younger than 25 years,Male,2014,0.2,31.9,27.6
421450,3rd_category_group,Transportation and storage,Younger than 25 years,Male,2015,0.2,35.6,29.9
421451,3rd_category_group,Transportation and storage,Younger than 25 years,Male,2016,0.3,33.8,28.4
421452,3rd_category_group,Transportation and storage,Younger than 25 years,Male,2017,0.3,33.6,27.8
421453,3rd_category_group,Transportation and storage,Younger than 25 years,Male,2018,0.3,40.6,31.8
421454,3rd_category_group,Transportation and storage,Younger than 25 years,Male,2019,0.3,41.7,33.3
421488,3rd_category_group,Transportation and storage,25 to 34 years,Male,2011,1.1,30.2,27.7
421489,3rd_category_group,Transportation and storage,25 to 34 years,Male,2012,1.1,30.3,28.5
421490,3rd_category_group,Transportation and storage,25 to 34 years,Male,2013,1.0,35.1,30.3
421491,3rd_category_group,Transportation and storage,25 to 34 years,Male,2014,1.1,41.2,34.1
421492,3rd_category_group,Transportation and storage,25 to 34 years,Male,2015,1.1,48.5,38.9
421493,3rd_category_group,Transportation and storage,25 to 34 years,Male,2016,1.2,47.2,39.5
421494,3rd_category_group,Transportation and storage,25 to 34 years,Male,2017,1.3,50.2,42.2
421495,3rd_category_group,Transportation and storage,25 to 34 years,Male,2018,1.2,53.3,41.7
421496,3rd_category_group,Transportation and storage,25 to 34 years,Male,2019,1.1,52.3,44.8
421502,3rd_category_group,Transportation and storage,25 to 34 years,Female,2011,0.2,26.8,26.5
421503,3rd_category_group,Transportation and storage,25 to 34 years,Female,2012,0.2,21.2,23.5
421504,3rd_category_group,Transportation and storage,25 to 34 years,Female,2013,0.2,26.4,25.7
421505,3rd_category_group,Transportation and storage,25 to 34 years,Female,2014,0.2,35.4,28.7
421506,3rd_category_group,Transportation and storage,25 to 34 years,Female,2015,0.2,47.6,40.3
421507,3rd_category_group,Transportation and storage,25 to 34 years,Female,2016,0.2,49.5,42.0
421508,3rd_category_group,Transportation and storage,25 to 34 years,Female,2017,0.2,48.1,42.2
421509,3rd_category_group,Transportation and storage,25 to 34 years,Female,2018,0.2,53.9,46.0
421510,3rd_category_group,Transportation and storage,25 to 34 years,Female,2019,0.2,43.6,36.1
421530,3rd_category_group,Transportation and storage,35 to 44 years,Male,2011,1.7,37.1,33.5
421531,3rd_category_group,Transportation and storage,35 to 44 years,Male,2012,1.7,34.4,32.0
421532,3rd_category_group,Transportation and storage,35 to 44 years,Male,2013,1.6,37.7,33.1
421533,3rd_category_group,Transportation and storage,35 to 44 years,Male,2014,1.6,45.0,37.7
421534,3rd_category_group,Transportation and storage,35 to 44 years,Male,2015,1.5,54.9,44.1
421535,3rd_category_group,Transportation and storage,35 to 44 years,Male,2016,1.4,54.0,43.3
421536,3rd_category_group,Transportation and storage,35 to 44 years,Male,2017,1.4,56.5,45.7
421537,3rd_category_group,Transportation and storage,35 to 44 years,Male,2018,1.3,59.6,46.7
421538,3rd_category_group,Transportation and storage,35 to 44 years,Male,2019,1.2,59.6,47.2
421544,3rd_category_group,Transportation and storage,35 to 44 years,Female,2011,0.5,32.0,30.9
421545,3rd_category_group,Transportation and storage,35 to 44 years,Female,2012,0.4,24.1,26.4
421546,3rd_category_group,Transportation and storage,35 to 44 years,Female,2013,0.4,28.8,27.7
421547,3rd_category_group,Transportation and storage,35 to 44 years,Female,2014,0.4,37.0,32.7
421548,3rd_category_group,Transportation and storage,35 to 44 years,Female,2015,0.4,49.9,40.0
421549,3rd_category_group,Transportation and storage,35 to 44 years,Female,2016,0.4,49.4,39.8
421550,3rd_category_group,Transportation and storage,35 to 44 years,Female,2017,0.3,54.4,44.5
421551,3rd_category_group,Transportation and storage,35 to 44 years,Female,2018,0.3,56.4,44.6
421552,3rd_category_group,Transportation and storage,35 to 44 years,Female,2019,0.3,53.1,45.8
421572,3rd_category_group,Transportation and storage,45 to 54 years,Male,2011,1.5,39.4,33.4
421573,3rd_category_group,Transportation and storage,45 to 54 years,Male,2012,1.5,37.2,32.3
421574,3rd_category_group,Transportation and storage,45 to 54 years,Male,2013,1.5,41.2,35.7
421575,3rd_category_group,Transportation and storage,45 to 54 years,Male,2014,1.5,48.1,39.2
421576,3rd_category_group,Transportation and storage,45 to 54 years,Male,2015,1.5,58.8,45.5
421577,3rd_category_group,Transportation and storage,45 to 54 years,Male,2016,1.5,57.2,47.5
421578,3rd_category_group,Transportation and storage,45 to 54 years,Male,2017,1.6,59.3,47.5
421579,3rd_category_group,Transportation and storage,45 to 54 years,Male,2018,1.6,65.8,50.7
421580,3rd_category_group,Transportation and storage,45 to 54 years,Male,2019,1.5,61.7,50.0
421586,3rd_category_group,Transportation and storage,45 to 54 years,Female,2011,0.5,34.5,30.2
421587,3rd_category_group,Transportation and storage,45 to 54 years,Female,2012,0.5,32.3,28.4
421588,3rd_category_group,Transportation and storage,45 to 54 years,Female,2013,0.5,32.3,29.9
421589,3rd_category_group,Transportation and storage,45 to 54 years,Female,2014,0.5,39.8,36.3
421590,3rd_category_group,Transportation and storage,45 to 54 years,Female,2015,0.5,47.6,38.1
421591,3rd_category_group,Transportation and storage,45 to 54 years,Female,2016,0.5,51.5,42.5
421592,3rd_category_group,Transportation and storage,45 to 54 years,Female,2017,0.5,51.7,42.2
421593,3rd_category_group,Transportation and storage,45 to 54 years,Female,2018,0.5,57.1,42.4
421594,3rd_category_group,Transportation and storage,45 to 54 years,Female,2019,0.5,50.3,42.9
