id,self_employment_type,branch,position_in_household,gender,period,self_empl_persons,avg_personal_income,avg_self_empl_income
472957,4th_category_group,Accommodation and food serving,Main earner without partner,Female,2016,0.2,53.9,44.9
472958,4th_category_group,Accommodation and food serving,Main earner without partner,Female,2017,0.3,53.7,47.5
472959,4th_category_group,Accommodation and food serving,Main earner without partner,Female,2018,0.3,53.9,48.5
472960,4th_category_group,Accommodation and food serving,Main earner without partner,Female,2019,0.3,56.1,50.1
472980,4th_category_group,Accommodation and food serving,Main earner with partner,Male,2011,2.2,59.8,52.6
472981,4th_category_group,Accommodation and food serving,Main earner with partner,Male,2012,2.2,60.4,53.5
472982,4th_category_group,Accommodation and food serving,Main earner with partner,Male,2013,2.2,61.0,53.7
472983,4th_category_group,Accommodation and food serving,Main earner with partner,Male,2014,2.2,60.3,53.6
472984,4th_category_group,Accommodation and food serving,Main earner with partner,Male,2015,2.3,61.0,54.0
472985,4th_category_group,Accommodation and food serving,Main earner with partner,Male,2016,2.4,63.1,54.4
472986,4th_category_group,Accommodation and food serving,Main earner with partner,Male,2017,2.4,66.0,55.2
472987,4th_category_group,Accommodation and food serving,Main earner with partner,Male,2018,2.5,65.7,57.4
472988,4th_category_group,Accommodation and food serving,Main earner with partner,Male,2019,2.6,66.7,58.7
472994,4th_category_group,Accommodation and food serving,Main earner with partner,Female,2011,0.4,50.6,45.4
472995,4th_category_group,Accommodation and food serving,Main earner with partner,Female,2012,0.4,51.6,47.4
472996,4th_category_group,Accommodation and food serving,Main earner with partner,Female,2013,0.4,51.9,47.9
472997,4th_category_group,Accommodation and food serving,Main earner with partner,Female,2014,0.4,52.2,47.4
472998,4th_category_group,Accommodation and food serving,Main earner with partner,Female,2015,0.4,52.3,47.6
472999,4th_category_group,Accommodation and food serving,Main earner with partner,Female,2016,0.4,52.9,48.6
473000,4th_category_group,Accommodation and food serving,Main earner with partner,Female,2017,0.4,57.3,49.7
473001,4th_category_group,Accommodation and food serving,Main earner with partner,Female,2018,0.5,56.2,50.1
473002,4th_category_group,Accommodation and food serving,Main earner with partner,Female,2019,0.5,58.7,51.5
473022,4th_category_group,Accommodation and food serving,Partner of main earnerr,Male,2011,0.4,35.5,35.6
473023,4th_category_group,Accommodation and food serving,Partner of main earnerr,Male,2012,0.4,35.0,34.0
473024,4th_category_group,Accommodation and food serving,Partner of main earnerr,Male,2013,0.5,34.0,32.6
473025,4th_category_group,Accommodation and food serving,Partner of main earnerr,Male,2014,0.4,36.2,36.3
473026,4th_category_group,Accommodation and food serving,Partner of main earnerr,Male,2015,0.5,35.6,34.7
473027,4th_category_group,Accommodation and food serving,Partner of main earnerr,Male,2016,0.5,36.6,37.0
473028,4th_category_group,Accommodation and food serving,Partner of main earnerr,Male,2017,0.6,37.9,39.7
473029,4th_category_group,Accommodation and food serving,Partner of main earnerr,Male,2018,0.6,39.3,40.7
473030,4th_category_group,Accommodation and food serving,Partner of main earnerr,Male,2019,0.6,41.6,42.5
473036,4th_category_group,Accommodation and food serving,Partner of main earnerr,Female,2011,0.9,34.0,31.1
473037,4th_category_group,Accommodation and food serving,Partner of main earnerr,Female,2012,0.9,34.1,31.2
473038,4th_category_group,Accommodation and food serving,Partner of main earnerr,Female,2013,0.9,34.2,30.0
473039,4th_category_group,Accommodation and food serving,Partner of main earnerr,Female,2014,0.8,33.5,31.8
473040,4th_category_group,Accommodation and food serving,Partner of main earnerr,Female,2015,0.9,35.9,33.0
473041,4th_category_group,Accommodation and food serving,Partner of main earnerr,Female,2016,0.9,36.2,33.5
473042,4th_category_group,Accommodation and food serving,Partner of main earnerr,Female,2017,0.9,38.0,35.0
473043,4th_category_group,Accommodation and food serving,Partner of main earnerr,Female,2018,0.9,37.6,35.1
473044,4th_category_group,Accommodation and food serving,Partner of main earnerr,Female,2019,0.8,39.8,38.0
474492,4th_category_group,Information and communication,Main earner,Male,2011,6.3,68.2,62.7
474493,4th_category_group,Information and communication,Main earner,Male,2012,6.4,68.9,64.1
474494,4th_category_group,Information and communication,Main earner,Male,2013,6.5,70.1,64.9
474495,4th_category_group,Information and communication,Main earner,Male,2014,6.7,69.9,64.9
474496,4th_category_group,Information and communication,Main earner,Male,2015,6.9,70.0,64.8
474497,4th_category_group,Information and communication,Main earner,Male,2016,7.3,70.5,65.5
474498,4th_category_group,Information and communication,Main earner,Male,2017,7.3,74.1,66.3
474499,4th_category_group,Information and communication,Main earner,Male,2018,7.7,71.8,66.5
474500,4th_category_group,Information and communication,Main earner,Male,2019,8.0,72.6,67.4
474501,4th_category_group,Information and communication,Main earner,Male,2020,8.1,73.1,67.9
474506,4th_category_group,Information and communication,Main earner,Female,2011,0.3,62.2,55.0
474507,4th_category_group,Information and communication,Main earner,Female,2012,0.3,63.8,56.7
474508,4th_category_group,Information and communication,Main earner,Female,2013,0.3,60.6,55.5
474509,4th_category_group,Information and communication,Main earner,Female,2014,0.3,61.2,55.6
474510,4th_category_group,Information and communication,Main earner,Female,2015,0.3,62.0,57.8
474511,4th_category_group,Information and communication,Main earner,Female,2016,0.3,62.8,56.7
474512,4th_category_group,Information and communication,Main earner,Female,2017,0.3,70.8,59.5
474513,4th_category_group,Information and communication,Main earner,Female,2018,0.4,67.5,59.5
474514,4th_category_group,Information and communication,Main earner,Female,2019,0.4,64.2,58.8
474534,4th_category_group,Information and communication,Main earner without partner,Male,2011,1.2,59.6,55.1
474535,4th_category_group,Information and communication,Main earner without partner,Male,2012,1.3,60.9,56.0
474536,4th_category_group,Information and communication,Main earner without partner,Male,2013,1.3,61.0,55.5
474537,4th_category_group,Information and communication,Main earner without partner,Male,2014,1.4,61.5,56.2
474538,4th_category_group,Information and communication,Main earner without partner,Male,2015,1.4,62.6,56.3
474539,4th_category_group,Information and communication,Main earner without partner,Male,2016,1.5,63.2,56.5
474540,4th_category_group,Information and communication,Main earner without partner,Male,2017,1.6,63.8,56.9
474541,4th_category_group,Information and communication,Main earner without partner,Male,2018,1.6,63.0,58.8
474542,4th_category_group,Information and communication,Main earner without partner,Male,2019,1.7,65.7,60.4
474548,4th_category_group,Information and communication,Main earner without partner,Female,2011,0.1,62.7,55.8
474549,4th_category_group,Information and communication,Main earner without partner,Female,2012,0.1,58.4,54.9
474550,4th_category_group,Information and communication,Main earner without partner,Female,2013,0.1,57.8,51.4
474551,4th_category_group,Information and communication,Main earner without partner,Female,2014,0.1,60.0,52.3
474552,4th_category_group,Information and communication,Main earner without partner,Female,2015,0.1,55.6,51.6
474553,4th_category_group,Information and communication,Main earner without partner,Female,2016,0.1,59.3,51.8
474554,4th_category_group,Information and communication,Main earner without partner,Female,2017,0.1,60.6,49.3
474555,4th_category_group,Information and communication,Main earner without partner,Female,2018,0.2,61.5,55.1
474556,4th_category_group,Information and communication,Main earner without partner,Female,2019,0.2,60.0,54.0
474576,4th_category_group,Information and communication,Main earner with partner,Male,2011,5.1,70.3,64.6
474577,4th_category_group,Information and communication,Main earner with partner,Male,2012,5.1,70.9,66.0
474578,4th_category_group,Information and communication,Main earner with partner,Male,2013,5.2,72.4,66.7
474579,4th_category_group,Information and communication,Main earner with partner,Male,2014,5.3,72.0,66.4
474580,4th_category_group,Information and communication,Main earner with partner,Male,2015,5.5,72.0,66.3
474581,4th_category_group,Information and communication,Main earner with partner,Male,2016,5.8,72.4,67.3
474582,4th_category_group,Information and communication,Main earner with partner,Male,2017,5.7,76.9,68.7
474583,4th_category_group,Information and communication,Main earner with partner,Male,2018,6.1,74.1,68.4
474584,4th_category_group,Information and communication,Main earner with partner,Male,2019,6.3,74.4,68.9
474585,4th_category_group,Information and communication,Main earner with partner,Male,2020,6.4,75.1,69.8
474590,4th_category_group,Information and communication,Main earner with partner,Female,2011,0.2,62.0,54.6
474591,4th_category_group,Information and communication,Main earner with partner,Female,2012,0.2,66.9,58.7
474592,4th_category_group,Information and communication,Main earner with partner,Female,2013,0.2,62.5,57.3
474593,4th_category_group,Information and communication,Main earner with partner,Female,2014,0.2,62.0,56.7
474594,4th_category_group,Information and communication,Main earner with partner,Female,2015,0.2,66.5,60.1
474595,4th_category_group,Information and communication,Main earner with partner,Female,2016,0.2,65.5,59.4
474596,4th_category_group,Information and communication,Main earner with partner,Female,2017,0.2,78.4,62.2
474597,4th_category_group,Information and communication,Main earner with partner,Female,2018,0.2,71.8,61.5
474598,4th_category_group,Information and communication,Main earner with partner,Female,2019,0.2,67.3,60.6
474618,4th_category_group,Information and communication,Partner of main earnerr,Male,2011,0.8,42.7,41.5
474619,4th_category_group,Information and communication,Partner of main earnerr,Male,2012,0.8,42.8,42.0
474620,4th_category_group,Information and communication,Partner of main earnerr,Male,2013,0.9,41.1,41.6
474621,4th_category_group,Information and communication,Partner of main earnerr,Male,2014,1.0,41.6,42.0
474622,4th_category_group,Information and communication,Partner of main earnerr,Male,2015,1.0,42.0,42.9
474623,4th_category_group,Information and communication,Partner of main earnerr,Male,2016,1.1,43.3,44.0
474624,4th_category_group,Information and communication,Partner of main earnerr,Male,2017,1.1,44.9,45.0
474625,4th_category_group,Information and communication,Partner of main earnerr,Male,2018,1.4,44.6,45.0
474626,4th_category_group,Information and communication,Partner of main earnerr,Male,2019,1.4,45.2,45.0
474632,4th_category_group,Information and communication,Partner of main earnerr,Female,2011,0.8,30.2,27.6
474633,4th_category_group,Information and communication,Partner of main earnerr,Female,2012,0.8,30.2,26.2
474634,4th_category_group,Information and communication,Partner of main earnerr,Female,2013,0.8,31.7,27.7
474635,4th_category_group,Information and communication,Partner of main earnerr,Female,2014,0.7,31.4,27.4
474636,4th_category_group,Information and communication,Partner of main earnerr,Female,2015,0.7,32.1,29.3
474637,4th_category_group,Information and communication,Partner of main earnerr,Female,2016,0.7,33.2,29.0
474638,4th_category_group,Information and communication,Partner of main earnerr,Female,2017,0.7,34.6,30.1
474639,4th_category_group,Information and communication,Partner of main earnerr,Female,2018,0.7,34.6,30.4
474640,4th_category_group,Information and communication,Partner of main earnerr,Female,2019,0.7,37.9,33.9
474702,4th_category_group,Information and communication,Child of age,Male,2011,0.1,40.0,41.0
474703,4th_category_group,Information and communication,Child of age,Male,2012,0.1,43.1,42.0
474704,4th_category_group,Information and communication,Child of age,Male,2013,0.1,43.2,43.0
474705,4th_category_group,Information and communication,Child of age,Male,2014,0.1,37.2,33.8
474706,4th_category_group,Information and communication,Child of age,Male,2015,0.1,34.9,33.9
474707,4th_category_group,Information and communication,Child of age,Male,2016,0.1,39.3,36.7
474708,4th_category_group,Information and communication,Child of age,Male,2017,0.2,40.8,38.2
474709,4th_category_group,Information and communication,Child of age,Male,2018,0.2,42.2,41.5
474710,4th_category_group,Information and communication,Child of age,Male,2019,0.2,41.2,41.9
476088,4th_category_group,Financial institutions,Main earner,Male,2011,37.0,72.5,65.4
476089,4th_category_group,Financial institutions,Main earner,Male,2012,37.2,73.2,66.2
476090,4th_category_group,Financial institutions,Main earner,Male,2013,36.8,74.6,66.8
476091,4th_category_group,Financial institutions,Main earner,Male,2014,38.0,79.1,67.5
476092,4th_category_group,Financial institutions,Main earner,Male,2015,37.8,74.5,67.1
476093,4th_category_group,Financial institutions,Main earner,Male,2016,38.3,75.1,68.0
476094,4th_category_group,Financial institutions,Main earner,Male,2017,37.6,81.6,70.2
476095,4th_category_group,Financial institutions,Main earner,Male,2018,40.2,76.7,69.6
476096,4th_category_group,Financial institutions,Main earner,Male,2019,41.8,77.5,70.5
476097,4th_category_group,Financial institutions,Main earner,Male,2020,41.6,78.3,70.9
476102,4th_category_group,Financial institutions,Main earner,Female,2011,2.5,62.4,56.9
476103,4th_category_group,Financial institutions,Main earner,Female,2012,2.6,62.5,57.4
476104,4th_category_group,Financial institutions,Main earner,Female,2013,2.6,64.3,58.1
476105,4th_category_group,Financial institutions,Main earner,Female,2014,2.9,69.6,59.5
476106,4th_category_group,Financial institutions,Main earner,Female,2015,2.8,63.4,57.6
476107,4th_category_group,Financial institutions,Main earner,Female,2016,2.9,64.0,58.4
476108,4th_category_group,Financial institutions,Main earner,Female,2017,2.9,69.8,60.8
476109,4th_category_group,Financial institutions,Main earner,Female,2018,3.0,66.4,60.0
476110,4th_category_group,Financial institutions,Main earner,Female,2019,3.2,67.4,62.7
476111,4th_category_group,Financial institutions,Main earner,Female,2020,3.3,67.7,62.9
476130,4th_category_group,Financial institutions,Main earner without partner,Male,2011,4.3,66.3,59.1
476131,4th_category_group,Financial institutions,Main earner without partner,Male,2012,4.5,65.9,59.5
476132,4th_category_group,Financial institutions,Main earner without partner,Male,2013,4.5,66.4,59.2
476133,4th_category_group,Financial institutions,Main earner without partner,Male,2014,4.8,70.0,60.0
476134,4th_category_group,Financial institutions,Main earner without partner,Male,2015,5.0,66.1,58.9
476135,4th_category_group,Financial institutions,Main earner without partner,Male,2016,5.2,67.0,60.0
476136,4th_category_group,Financial institutions,Main earner without partner,Male,2017,5.1,71.9,62.1
476137,4th_category_group,Financial institutions,Main earner without partner,Male,2018,5.5,69.4,62.5
476138,4th_category_group,Financial institutions,Main earner without partner,Male,2019,5.8,69.1,62.4
476139,4th_category_group,Financial institutions,Main earner without partner,Male,2020,5.9,70.2,63.3
476144,4th_category_group,Financial institutions,Main earner without partner,Female,2011,1.1,59.9,54.0
476145,4th_category_group,Financial institutions,Main earner without partner,Female,2012,1.1,58.3,52.1
476146,4th_category_group,Financial institutions,Main earner without partner,Female,2013,1.1,58.8,51.6
476147,4th_category_group,Financial institutions,Main earner without partner,Female,2014,1.2,64.2,52.5
476148,4th_category_group,Financial institutions,Main earner without partner,Female,2015,1.2,57.7,50.8
476149,4th_category_group,Financial institutions,Main earner without partner,Female,2016,1.2,57.8,51.3
476150,4th_category_group,Financial institutions,Main earner without partner,Female,2017,1.2,62.6,53.2
476151,4th_category_group,Financial institutions,Main earner without partner,Female,2018,1.2,61.2,53.5
476152,4th_category_group,Financial institutions,Main earner without partner,Female,2019,1.3,61.8,54.9
476172,4th_category_group,Financial institutions,Main earner with partner,Male,2011,32.7,73.3,66.1
476173,4th_category_group,Financial institutions,Main earner with partner,Male,2012,32.7,74.2,67.1
476174,4th_category_group,Financial institutions,Main earner with partner,Male,2013,32.3,75.7,67.8
476175,4th_category_group,Financial institutions,Main earner with partner,Male,2014,33.2,80.4,68.6
476176,4th_category_group,Financial institutions,Main earner with partner,Male,2015,32.8,75.8,68.2
476177,4th_category_group,Financial institutions,Main earner with partner,Male,2016,33.1,76.3,69.2
476178,4th_category_group,Financial institutions,Main earner with partner,Male,2017,32.4,83.2,71.4
476179,4th_category_group,Financial institutions,Main earner with partner,Male,2018,34.7,77.9,70.5
476180,4th_category_group,Financial institutions,Main earner with partner,Male,2019,35.9,78.9,71.6
476181,4th_category_group,Financial institutions,Main earner with partner,Male,2020,35.7,79.7,72.0
476186,4th_category_group,Financial institutions,Main earner with partner,Female,2011,1.4,64.2,59.7
476187,4th_category_group,Financial institutions,Main earner with partner,Female,2012,1.5,65.5,60.5
476188,4th_category_group,Financial institutions,Main earner with partner,Female,2013,1.5,68.2,62.5
476189,4th_category_group,Financial institutions,Main earner with partner,Female,2014,1.7,73.4,63.9
476190,4th_category_group,Financial institutions,Main earner with partner,Female,2015,1.6,67.6,62.2
476191,4th_category_group,Financial institutions,Main earner with partner,Female,2016,1.7,68.5,63.2
476192,4th_category_group,Financial institutions,Main earner with partner,Female,2017,1.7,74.7,66.1
476193,4th_category_group,Financial institutions,Main earner with partner,Female,2018,1.8,69.9,64.7
476194,4th_category_group,Financial institutions,Main earner with partner,Female,2019,1.9,71.1,67.2
476214,4th_category_group,Financial institutions,Partner of main earnerr,Male,2011,3.0,40.2,39.5
476215,4th_category_group,Financial institutions,Partner of main earnerr,Male,2012,3.3,40.1,39.6
476216,4th_category_group,Financial institutions,Partner of main earnerr,Male,2013,3.5,39.9,39.1
476217,4th_category_group,Financial institutions,Partner of main earnerr,Male,2014,3.9,40.9,40.5
476218,4th_category_group,Financial institutions,Partner of main earnerr,Male,2015,4.0,41.9,42.0
476219,4th_category_group,Financial institutions,Partner of main earnerr,Male,2016,4.2,43.9,43.4
476220,4th_category_group,Financial institutions,Partner of main earnerr,Male,2017,4.3,45.4,44.4
476221,4th_category_group,Financial institutions,Partner of main earnerr,Male,2018,4.8,46.8,45.0
476222,4th_category_group,Financial institutions,Partner of main earnerr,Male,2019,5.2,47.7,45.1
476223,4th_category_group,Financial institutions,Partner of main earnerr,Male,2020,5.6,46.4,45.4
476228,4th_category_group,Financial institutions,Partner of main earnerr,Female,2011,4.9,29.1,25.2
476229,4th_category_group,Financial institutions,Partner of main earnerr,Female,2012,4.8,30.4,26.0
476230,4th_category_group,Financial institutions,Partner of main earnerr,Female,2013,4.6,30.8,25.9
476231,4th_category_group,Financial institutions,Partner of main earnerr,Female,2014,4.6,31.6,26.7
476232,4th_category_group,Financial institutions,Partner of main earnerr,Female,2015,4.5,32.2,27.1
476233,4th_category_group,Financial institutions,Partner of main earnerr,Female,2016,4.6,33.0,28.1
476234,4th_category_group,Financial institutions,Partner of main earnerr,Female,2017,4.5,35.4,29.3
476235,4th_category_group,Financial institutions,Partner of main earnerr,Female,2018,4.6,35.8,30.2
476236,4th_category_group,Financial institutions,Partner of main earnerr,Female,2019,4.5,37.8,33.0
476237,4th_category_group,Financial institutions,Partner of main earnerr,Female,2020,4.4,38.6,33.5
476298,4th_category_group,Financial institutions,Child of age,Male,2011,0.4,44.7,42.2
476299,4th_category_group,Financial institutions,Child of age,Male,2012,0.4,43.6,42.0
476300,4th_category_group,Financial institutions,Child of age,Male,2013,0.4,45.0,43.0
476301,4th_category_group,Financial institutions,Child of age,Male,2014,0.5,41.4,43.4
476302,4th_category_group,Financial institutions,Child of age,Male,2015,0.5,44.9,44.0
476303,4th_category_group,Financial institutions,Child of age,Male,2016,0.5,45.1,44.0
476304,4th_category_group,Financial institutions,Child of age,Male,2017,0.5,45.0,45.0
476305,4th_category_group,Financial institutions,Child of age,Male,2018,0.5,47.0,45.0
476306,4th_category_group,Financial institutions,Child of age,Male,2019,0.5,49.4,45.4
476340,4th_category_group,Financial institutions,Other member,Male,2011,0.1,39.2,38.7
476341,4th_category_group,Financial institutions,Other member,Male,2012,0.1,42.9,42.0
476342,4th_category_group,Financial institutions,Other member,Male,2013,0.1,41.8,43.0
476343,4th_category_group,Financial institutions,Other member,Male,2014,0.1,42.2,44.0
476344,4th_category_group,Financial institutions,Other member,Male,2015,0.2,41.3,44.3
476345,4th_category_group,Financial institutions,Other member,Male,2016,0.2,43.0,44.0
476346,4th_category_group,Financial institutions,Other member,Male,2017,0.2,44.0,45.0
476347,4th_category_group,Financial institutions,Other member,Male,2018,0.2,42.9,44.1
476348,4th_category_group,Financial institutions,Other member,Male,2019,0.3,44.0,44.5
477684,4th_category_group,"Renting, buying, selling real estates",Main earner,Male,2011,3.9,69.5,60.6
477685,4th_category_group,"Renting, buying, selling real estates",Main earner,Male,2012,3.8,68.3,60.3
477686,4th_category_group,"Renting, buying, selling real estates",Main earner,Male,2013,3.6,70.3,60.2
477687,4th_category_group,"Renting, buying, selling real estates",Main earner,Male,2014,3.5,68.7,60.9
477688,4th_category_group,"Renting, buying, selling real estates",Main earner,Male,2015,3.5,71.4,62.5
477689,4th_category_group,"Renting, buying, selling real estates",Main earner,Male,2016,3.7,72.9,64.2
477690,4th_category_group,"Renting, buying, selling real estates",Main earner,Male,2017,3.6,78.3,66.7
477691,4th_category_group,"Renting, buying, selling real estates",Main earner,Male,2018,4.0,75.0,66.8
477692,4th_category_group,"Renting, buying, selling real estates",Main earner,Male,2019,4.1,76.0,67.4
477693,4th_category_group,"Renting, buying, selling real estates",Main earner,Male,2020,4.2,76.7,68.3
477698,4th_category_group,"Renting, buying, selling real estates",Main earner,Female,2011,0.4,56.1,47.9
477699,4th_category_group,"Renting, buying, selling real estates",Main earner,Female,2012,0.4,54.4,49.0
477700,4th_category_group,"Renting, buying, selling real estates",Main earner,Female,2013,0.4,53.8,49.6
477701,4th_category_group,"Renting, buying, selling real estates",Main earner,Female,2014,0.4,53.7,49.0
477702,4th_category_group,"Renting, buying, selling real estates",Main earner,Female,2015,0.4,54.7,49.1
477703,4th_category_group,"Renting, buying, selling real estates",Main earner,Female,2016,0.4,57.1,51.8
477704,4th_category_group,"Renting, buying, selling real estates",Main earner,Female,2017,0.4,60.1,52.5
477705,4th_category_group,"Renting, buying, selling real estates",Main earner,Female,2018,0.4,57.9,53.9
477706,4th_category_group,"Renting, buying, selling real estates",Main earner,Female,2019,0.5,60.7,55.9
477726,4th_category_group,"Renting, buying, selling real estates",Main earner without partner,Male,2011,0.5,65.0,54.5
477727,4th_category_group,"Renting, buying, selling real estates",Main earner without partner,Male,2012,0.5,65.7,54.5
477728,4th_category_group,"Renting, buying, selling real estates",Main earner without partner,Male,2013,0.5,64.2,53.3
477729,4th_category_group,"Renting, buying, selling real estates",Main earner without partner,Male,2014,0.5,63.8,54.1
477730,4th_category_group,"Renting, buying, selling real estates",Main earner without partner,Male,2015,0.5,64.3,54.6
477731,4th_category_group,"Renting, buying, selling real estates",Main earner without partner,Male,2016,0.6,66.5,56.7
477732,4th_category_group,"Renting, buying, selling real estates",Main earner without partner,Male,2017,0.6,67.9,57.7
477733,4th_category_group,"Renting, buying, selling real estates",Main earner without partner,Male,2018,0.7,69.1,60.0
477734,4th_category_group,"Renting, buying, selling real estates",Main earner without partner,Male,2019,0.7,69.9,61.7
477740,4th_category_group,"Renting, buying, selling real estates",Main earner without partner,Female,2011,0.2,55.0,47.0
477741,4th_category_group,"Renting, buying, selling real estates",Main earner without partner,Female,2012,0.2,55.1,49.7
477742,4th_category_group,"Renting, buying, selling real estates",Main earner without partner,Female,2013,0.2,52.8,48.1
477743,4th_category_group,"Renting, buying, selling real estates",Main earner without partner,Female,2014,0.2,52.7,48.6
477744,4th_category_group,"Renting, buying, selling real estates",Main earner without partner,Female,2015,0.2,51.8,46.7
477745,4th_category_group,"Renting, buying, selling real estates",Main earner without partner,Female,2016,0.2,52.3,48.2
477746,4th_category_group,"Renting, buying, selling real estates",Main earner without partner,Female,2017,0.2,54.1,47.9
477747,4th_category_group,"Renting, buying, selling real estates",Main earner without partner,Female,2018,0.2,54.2,51.2
477748,4th_category_group,"Renting, buying, selling real estates",Main earner without partner,Female,2019,0.2,55.2,51.0
477768,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Male,2011,3.3,70.3,61.4
477769,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Male,2012,3.2,68.7,61.3
477770,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Male,2013,3.1,71.3,61.7
477771,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Male,2014,3.0,69.5,62.2
477772,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Male,2015,3.0,72.7,63.9
477773,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Male,2016,3.1,74.1,65.6
477774,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Male,2017,3.0,80.5,68.1
477775,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Male,2018,3.3,76.2,67.7
477776,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Male,2019,3.4,77.3,68.4
477777,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Male,2020,3.5,78.0,69.3
477782,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Female,2011,0.2,57.2,48.5
477783,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Female,2012,0.2,53.6,48.6
477784,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Female,2013,0.2,55.0,50.6
477785,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Female,2014,0.2,54.7,49.0
477786,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Female,2015,0.2,58.0,54.0
477787,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Female,2016,0.2,62.0,56.1
477788,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Female,2017,0.2,65.7,56.0
477789,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Female,2018,0.2,61.5,55.3
477790,4th_category_group,"Renting, buying, selling real estates",Main earner with partner,Female,2019,0.2,65.9,61.5
477810,4th_category_group,"Renting, buying, selling real estates",Partner of main earnerr,Male,2011,0.4,33.9,32.1
477811,4th_category_group,"Renting, buying, selling real estates",Partner of main earnerr,Male,2012,0.4,31.6,29.5
477812,4th_category_group,"Renting, buying, selling real estates",Partner of main earnerr,Male,2013,0.4,33.8,29.8
477813,4th_category_group,"Renting, buying, selling real estates",Partner of main earnerr,Male,2014,0.4,34.5,31.4
477814,4th_category_group,"Renting, buying, selling real estates",Partner of main earnerr,Male,2015,0.4,36.6,35.1
477815,4th_category_group,"Renting, buying, selling real estates",Partner of main earnerr,Male,2016,0.4,40.1,40.5
477816,4th_category_group,"Renting, buying, selling real estates",Partner of main earnerr,Male,2017,0.4,42.5,42.0
477817,4th_category_group,"Renting, buying, selling real estates",Partner of main earnerr,Male,2018,0.5,42.2,44.1
477818,4th_category_group,"Renting, buying, selling real estates",Partner of main earnerr,Male,2019,0.5,44.0,45.0
477824,4th_category_group,"Renting, buying, selling real estates",Partner of main earnerr,Female,2011,0.8,27.3,24.1
477825,4th_category_group,"Renting, buying, selling real estates",Partner of main earnerr,Female,2012,0.7,28.7,25.0
477826,4th_category_group,"Renting, buying, selling real estates",Partner of main earnerr,Female,2013,0.7,28.7,25.5
477827,4th_category_group,"Renting, buying, selling real estates",Partner of main earnerr,Female,2014,0.6,29.2,26.5
477828,4th_category_group,"Renting, buying, selling real estates",Partner of main earnerr,Female,2015,0.6,30.1,26.1
477829,4th_category_group,"Renting, buying, selling real estates",Partner of main earnerr,Female,2016,0.6,31.7,28.9
477830,4th_category_group,"Renting, buying, selling real estates",Partner of main earnerr,Female,2017,0.6,34.3,30.3
477831,4th_category_group,"Renting, buying, selling real estates",Partner of main earnerr,Female,2018,0.6,34.5,30.6
477832,4th_category_group,"Renting, buying, selling real estates",Partner of main earnerr,Female,2019,0.6,37.1,33.3
479280,4th_category_group,Other specialised business services,Main earner,Male,2011,32.4,82.5,71.9
479281,4th_category_group,Other specialised business services,Main earner,Male,2012,32.5,81.9,72.2
479282,4th_category_group,Other specialised business services,Main earner,Male,2013,32.3,84.9,73.2
479283,4th_category_group,Other specialised business services,Main earner,Male,2014,31.2,83.4,72.3
479284,4th_category_group,Other specialised business services,Main earner,Male,2015,31.3,82.7,72.5
479285,4th_category_group,Other specialised business services,Main earner,Male,2016,31.6,82.4,73.5
479286,4th_category_group,Other specialised business services,Main earner,Male,2017,30.5,88.6,74.9
479287,4th_category_group,Other specialised business services,Main earner,Male,2018,32.8,83.7,74.4
479288,4th_category_group,Other specialised business services,Main earner,Male,2019,34.0,83.7,74.3
479289,4th_category_group,Other specialised business services,Main earner,Male,2020,34.3,83.5,74.3
479294,4th_category_group,Other specialised business services,Main earner,Female,2011,2.8,70.8,63.2
479295,4th_category_group,Other specialised business services,Main earner,Female,2012,2.9,71.3,64.1
479296,4th_category_group,Other specialised business services,Main earner,Female,2013,2.9,74.2,65.5
479297,4th_category_group,Other specialised business services,Main earner,Female,2014,2.9,75.3,66.3
479298,4th_category_group,Other specialised business services,Main earner,Female,2015,3.0,72.7,65.8
479299,4th_category_group,Other specialised business services,Main earner,Female,2016,3.2,73.8,66.6
479300,4th_category_group,Other specialised business services,Main earner,Female,2017,3.2,79.3,68.6
479301,4th_category_group,Other specialised business services,Main earner,Female,2018,3.5,75.8,67.3
479302,4th_category_group,Other specialised business services,Main earner,Female,2019,3.6,76.5,67.8
479303,4th_category_group,Other specialised business services,Main earner,Female,2020,3.8,76.9,68.5
479322,4th_category_group,Other specialised business services,Main earner without partner,Male,2011,4.1,73.8,63.3
479323,4th_category_group,Other specialised business services,Main earner without partner,Male,2012,4.2,75.0,63.2
